time,ax
06:43:00,403
06:44:00,404
06:45:00,405
06:46:00,406
06:47:00,407
06:48:00,408
06:49:00,409
06:50:00,410
06:51:00,411
06:52:00,412
06:53:00,413
06:54:00,414
06:55:00,415
06:56:00,416
06:57:00,417
06:58:00,418
06:59:00,419
07:00:00,420
07:01:00,421
07:02:00,422
07:03:00,423
07:04:00,424
07:05:00,425
07:06:00,426
07:07:00,427
07:08:00,428
07:09:00,429
07:10:00,430
07:11:00,431
07:12:00,432
07:13:00,433
07:14:00,434
07:15:00,435
07:16:00,436
07:17:00,437
07:18:00,438
07:19:00,439
07:20:00,440
07:21:00,441
07:22:00,442
07:23:00,443
07:24:00,444
07:25:00,445
07:26:00,446
07:27:00,447
07:28:00,448
07:29:00,449
07:30:00,450
07:31:00,451
07:32:00,452
07:33:00,453
07:34:00,454
07:35:00,455
07:36:00,456
07:37:00,457
07:38:00,458
07:39:00,459
07:40:00,460
07:41:00,461
07:42:00,462
07:43:00,463
07:44:00,464
07:45:00,465
07:46:00,466
07:47:00,467
07:48:00,468
07:49:00,469
07:50:00,470
07:51:00,471
07:52:00,472
07:53:00,473
07:54:00,474
07:55:00,475
07:56:00,476
07:57:00,477
07:58:00,478
07:59:00,479
08:00:00,480
08:01:00,481
08:02:00,482
08:03:00,483
08:04:00,484
08:05:00,485
08:06:00,486
08:07:00,487
08:08:00,488
08:09:00,489
08:10:00,490
08:11:00,491
08:12:00,492
08:13:00,493
08:14:00,494
08:15:00,495
08:16:00,496
08:17:00,497
08:18:00,498
08:19:00,499
08:20:00,500
08:21:00,501
08:22:00,502
08:23:00,503
08:24:00,504
08:25:00,505
08:26:00,506
08:27:00,507
08:28:00,508
08:29:00,509
08:30:00,510
08:31:00,511
08:32:00,512
08:33:00,513
08:34:00,514
08:35:00,515
08:36:00,516
08:37:00,517
08:38:00,518
08:39:00,519
08:40:00,520
08:41:00,521
08:42:00,522
08:43:00,523
08:44:00,524
08:45:00,525
08:46:00,526
08:47:00,527
08:48:00,528
08:49:00,529
08:50:00,530
08:51:00,531
08:52:00,532
08:53:00,533
08:54:00,534
08:55:00,535
08:56:00,536
08:57:00,537
08:58:00,538
08:59:00,539
09:00:00,540
09:01:00,541
09:02:00,542
09:03:00,543
09:04:00,544
09:05:00,545
09:06:00,546
09:07:00,547
09:08:00,548
09:09:00,549
09:10:00,550
09:11:00,551
09:12:00,552
09:13:00,553
09:14:00,554
09:15:00,555
09:16:00,556
09:17:00,557
09:18:00,558
09:19:00,559
09:20:00,560
09:21:00,561
09:22:00,562
09:23:00,563
09:24:00,564
09:25:00,565
09:26:00,566
09:27:00,567
09:28:00,568
09:29:00,569
09:30:00,570
09:31:00,571
09:32:00,572
09:33:00,573
09:34:00,574
09:35:00,575
09:36:00,576
09:37:00,577
09:38:00,578
09:39:00,579
09:40:00,580
09:41:00,581
09:42:00,582
09:43:00,583
09:44:00,584
09:45:00,585
09:46:00,586
09:47:00,587
09:48:00,588
09:49:00,589
09:50:00,590
09:51:00,591
09:52:00,592
09:53:00,593
09:54:00,594
09:55:00,595
09:56:00,596
09:57:00,597
09:58:00,598
09:59:00,599
10:00:00,600
10:01:00,601
10:02:00,602
10:03:00,603
10:04:00,604
10:05:00,605
10:06:00,606
10:07:00,607
10:08:00,608
10:09:00,609
10:10:00,610
10:11:00,611
10:12:00,612
10:13:00,613
10:14:00,614
10:15:00,615
10:16:00,616
10:17:00,617
10:18:00,618
10:19:00,619
10:20:00,620
10:21:00,621
10:22:00,622
10:23:00,623
10:24:00,624
10:25:00,625
10:26:00,626
10:27:00,627
10:28:00,628
10:29:00,629
10:30:00,630
10:31:00,631
10:32:00,632
10:33:00,633
10:34:00,634
10:35:00,635
10:36:00,636
10:37:00,637
10:38:00,638
10:39:00,639
10:40:00,640
10:41:00,641
10:42:00,642
10:43:00,643
10:44:00,644
10:45:00,645
10:46:00,646
10:47:00,647
10:48:00,648
10:49:00,649
10:50:00,650
10:51:00,651
10:52:00,652
10:53:00,653
10:54:00,654
10:55:00,655
10:56:00,656
10:57:00,657
10:58:00,658
10:59:00,659
11:00:00,660
11:01:00,661
11:02:00,662
11:03:00,663
11:04:00,664
11:05:00,665
11:06:00,666
11:07:00,667
11:08:00,668
11:09:00,669
11:10:00,670
11:11:00,671
11:12:00,672
11:13:00,673
11:14:00,674
11:15:00,675
11:16:00,676
11:17:00,677
11:18:00,678
11:19:00,679
11:20:00,680
11:21:00,681
11:22:00,682
11:23:00,683
11:24:00,684
11:25:00,685
11:26:00,686
11:27:00,687
11:28:00,688
11:29:00,689
11:30:00,690
11:31:00,691
11:32:00,692
11:33:00,693
11:34:00,694
11:35:00,695
11:36:00,696
11:37:00,697
11:38:00,698
11:39:00,699
11:40:00,700
11:41:00,701
11:42:00,702
11:43:00,703
11:44:00,704
11:45:00,705
11:46:00,706
11:47:00,707
11:48:00,708
11:49:00,709
11:50:00,710
11:51:00,711
11:52:00,712
11:53:00,713
11:54:00,714
11:55:00,715
11:56:00,716
11:57:00,717
11:58:00,718
11:59:00,719
12:00:00,720
12:01:00,721
12:02:00,722
12:03:00,723
12:04:00,724
12:05:00,725
12:06:00,726
12:07:00,727
12:08:00,728
12:09:00,729
12:10:00,730
12:11:00,731
12:12:00,732
12:13:00,733
12:14:00,734
12:15:00,735
12:16:00,736
12:17:00,737
12:18:00,738
12:19:00,739
12:20:00,740
12:21:00,741
12:22:00,742
12:23:00,743
12:24:00,744
12:25:00,745
12:26:00,746
12:27:00,747
12:28:00,748
12:29:00,749
12:30:00,750
12:31:00,751
12:32:00,752
12:33:00,753
12:34:00,754
12:35:00,755
12:36:00,756
12:37:00,757
12:38:00,758
12:39:00,759
12:40:00,760
12:41:00,761
12:42:00,762
12:43:00,763
12:44:00,764
12:45:00,765
12:46:00,766
12:47:00,767
12:48:00,768
12:49:00,769
12:50:00,770
12:51:00,771
12:52:00,772
12:53:00,773
12:54:00,774
12:55:00,775
12:56:00,776
12:57:00,777
12:58:00,778
12:59:00,779
13:00:00,780
13:01:00,781
13:02:00,782
13:03:00,783
13:04:00,784
13:05:00,785
13:06:00,786
13:07:00,787
13:08:00,788
13:09:00,789
13:10:00,790
13:11:00,791
13:12:00,792
13:13:00,793
13:14:00,794
13:15:00,795
13:16:00,796
13:17:00,797
13:18:00,798
13:19:00,799
13:20:00,800
13:21:00,801
13:22:00,802
13:23:00,803
13:24:00,804
13:25:00,805
13:26:00,806
13:27:00,807
13:28:00,808
13:29:00,809
13:30:00,810
13:31:00,811
13:32:00,812
13:33:00,813
13:34:00,814
13:35:00,815
13:36:00,816
13:37:00,817
13:38:00,818
13:39:00,819
13:40:00,820
13:41:00,821
13:42:00,822
13:43:00,823
13:44:00,824
13:45:00,825
13:46:00,826
13:47:00,827
13:48:00,828
13:49:00,829
13:50:00,830
13:51:00,831
13:52:00,832
13:53:00,833
13:54:00,834
13:55:00,835
13:56:00,836
13:57:00,837
13:58:00,838
13:59:00,839
14:00:00,840
14:01:00,841
14:02:00,842
14:03:00,843
14:04:00,844
14:05:00,845
14:06:00,846
14:07:00,847
14:08:00,848
14:09:00,849
14:10:00,850
14:11:00,851
14:12:00,852
14:13:00,853
14:14:00,854
14:15:00,855
14:16:00,856
14:17:00,857
14:18:00,858
14:19:00,859
14:20:00,860
14:21:00,861
14:22:00,862
14:23:00,863
14:24:00,864
14:25:00,865
14:26:00,866
14:27:00,867
14:28:00,868
14:29:00,869
14:30:00,870
14:31:00,871
14:32:00,872
14:33:00,873
14:34:00,874
14:35:00,875
14:36:00,876
14:37:00,877
14:38:00,878
14:39:00,879
14:40:00,880
14:41:00,881
14:42:00,882
14:43:00,883
14:44:00,884
14:45:00,885
14:46:00,886
14:47:00,887
14:48:00,888
14:49:00,889
14:50:00,890
14:51:00,891
14:52:00,892
14:53:00,893
14:54:00,894
14:55:00,895
14:56:00,896
14:57:00,897
14:58:00,898
14:59:00,899
15:00:00,900
15:01:00,901
15:02:00,902
15:03:00,903
15:04:00,904
15:05:00,905
15:06:00,906
15:07:00,907
15:08:00,908
15:09:00,909
15:10:00,910
15:11:00,911
15:12:00,912
15:13:00,913
15:14:00,914
15:15:00,915
15:16:00,916
15:17:00,917
15:18:00,918
15:19:00,919
15:20:00,920
15:21:00,921
15:22:00,922
15:23:00,923
15:24:00,924
15:25:00,925
15:26:00,926
15:27:00,927
15:28:00,928
15:29:00,929
15:30:00,930
15:31:00,931
15:32:00,932
15:33:00,933
15:34:00,934
15:35:00,935
15:36:00,936
15:37:00,937
15:38:00,938
15:39:00,939
15:40:00,940
15:41:00,941
15:42:00,942
15:43:00,943
15:44:00,944
15:45:00,945
15:46:00,946
15:47:00,947
15:48:00,948
15:49:00,949
15:50:00,950
15:51:00,951
15:52:00,952
15:53:00,953
15:54:00,954
15:55:00,955
15:56:00,956
15:57:00,957
15:58:00,958
15:59:00,959
16:00:00,960
16:01:00,961
16:02:00,962
16:03:00,963
16:04:00,964
16:05:00,965
16:06:00,966
16:07:00,967
16:08:00,968
16:09:00,969
16:10:00,970
16:11:00,971
16:12:00,972
16:13:00,973
16:14:00,974
16:15:00,975
16:16:00,976
16:17:00,977
16:18:00,978
16:19:00,979
16:20:00,980
16:21:00,981
16:22:00,982
16:23:00,983
16:24:00,984
16:25:00,985
16:26:00,986
16:27:00,987
16:28:00,988
16:29:00,989
16:30:00,990
16:31:00,991
16:32:00,992
16:33:00,993
16:34:00,994
16:35:00,995
16:36:00,996
16:37:00,997
16:38:00,998
16:39:00,999
16:40:00,1000
16:41:00,1001
16:42:00,1002
16:43:00,1003
16:44:00,1004
16:45:00,1005
16:46:00,1006
16:47:00,1007
16:48:00,1008
16:49:00,1009
16:50:00,1010
16:51:00,1011
16:52:00,1012
16:53:00,1013
16:54:00,1014
16:55:00,1015
16:56:00,1016
16:57:00,1017
16:58:00,1018
16:59:00,1019
17:00:00,1020
17:01:00,1021
17:02:00,1022
17:03:00,1023
17:04:00,1024
17:05:00,1025
17:06:00,1026
17:07:00,1027
17:08:00,1028
17:09:00,1029
17:10:00,1030
17:11:00,1031
17:12:00,1032
17:13:00,1033
17:14:00,1034
17:15:00,1035
17:16:00,1036
17:17:00,1037
17:18:00,1038
17:19:00,1039
17:20:00,1040
17:21:00,1041
17:22:00,1042
17:23:00,1043
17:24:00,1044
17:25:00,1045
17:26:00,1046
17:27:00,1047
17:28:00,1048
17:29:00,1049
17:30:00,1050
17:31:00,1051
17:32:00,1052
17:33:00,1053
17:34:00,1054
17:35:00,1055
17:36:00,1056
17:37:00,1057
17:38:00,1058
17:39:00,1059
17:40:00,1060
17:41:00,1061
17:42:00,1062
17:43:00,1063
17:44:00,1064
17:45:00,1065
17:46:00,1066
17:47:00,1067
17:48:00,1068
17:49:00,1069
17:50:00,1070
17:51:00,1071
17:52:00,1072
17:53:00,1073
17:54:00,1074
17:55:00,1075
17:56:00,1076
17:57:00,1077
17:58:00,1078
17:59:00,1079
18:00:00,1080
18:01:00,1081
18:02:00,1082
18:03:00,1083
18:04:00,1084
18:05:00,1085
18:06:00,1086
18:07:00,1087
18:08:00,1088
18:09:00,1089
18:10:00,1090
18:11:00,1091
18:12:00,1092
18:13:00,1093
18:14:00,1094
18:15:00,1095
18:16:00,1096
18:17:00,1097
18:18:00,1098
18:19:00,1099
18:20:00,1100
18:21:00,1101
18:22:00,1102
18:23:00,1103
18:24:00,1104
18:25:00,1105
18:26:00,1106
18:27:00,1107
18:28:00,1108
18:29:00,1109
18:30:00,1110
18:31:00,1111
18:32:00,1112
18:33:00,1113
18:34:00,1114
18:35:00,1115
18:36:00,1116
18:37:00,1117
18:38:00,1118
18:39:00,1119
18:40:00,1120
18:41:00,1121
18:42:00,1122
18:43:00,1123
18:44:00,1124
18:45:00,1125
18:46:00,1126
18:47:00,1127
18:48:00,1128
18:49:00,1129
18:50:00,1130
18:51:00,1131
18:52:00,1132
18:53:00,1133
18:54:00,1134
18:55:00,1135
18:56:00,1136
18:57:00,1137
18:58:00,1138
18:59:00,1139
19:00:00,1140
19:01:00,1141
19:02:00,1142
19:03:00,1143
19:04:00,1144
19:05:00,1145
19:06:00,1146
19:07:00,1147
19:08:00,1148
19:09:00,1149
19:10:00,1150
19:11:00,1151
19:12:00,1152
19:13:00,1153
19:14:00,1154
19:15:00,1155
19:16:00,1156
19:17:00,1157
19:18:00,1158
19:19:00,1159
19:20:00,1160
19:21:00,1161
19:22:00,1162
19:23:00,1163
19:24:00,1164
19:25:00,1165
19:26:00,1166
19:27:00,1167
19:28:00,1168
19:29:00,1169
19:30:00,1170
19:31:00,1171
19:32:00,1172
19:33:00,1173
19:34:00,1174
19:35:00,1175
19:36:00,1176
19:37:00,1177
19:38:00,1178
19:39:00,1179
19:40:00,1180
19:41:00,1181
19:42:00,1182
19:43:00,1183
19:44:00,1184
19:45:00,1185
19:46:00,1186
19:47:00,1187
19:48:00,1188
19:49:00,1189
19:50:00,1190
19:51:00,1191
19:52:00,1192
19:53:00,1193
19:54:00,1194
19:55:00,1195
19:56:00,1196
19:57:00,1197
19:58:00,1198
19:59:00,1199
20:00:00,1200
20:01:00,1201
20:02:00,1202
20:03:00,1203
20:04:00,1204
20:05:00,1205
20:06:00,1206
20:07:00,1207
20:08:00,1208
20:09:00,1209
20:10:00,1210
20:11:00,1211
20:12:00,1212
20:13:00,1213
20:14:00,1214
20:15:00,1215
20:16:00,1216
20:17:00,1217
20:18:00,1218
20:19:00,1219
20:20:00,1220
20:21:00,1221
20:22:00,1222
20:23:00,1223
20:24:00,1224
20:25:00,1225
20:26:00,1226
20:27:00,1227
20:28:00,1228
20:29:00,1229
20:30:00,1230
20:31:00,1231
20:32:00,1232
20:33:00,1233
20:34:00,1234
20:35:00,1235
20:36:00,1236
20:37:00,1237
20:38:00,1238
20:39:00,1239
20:40:00,1240
20:41:00,1241
20:42:00,1242
20:43:00,1243
20:44:00,1244
20:45:00,1245
20:46:00,1246
20:47:00,1247
20:48:00,1248
20:49:00,1249
20:50:00,1250
20:51:00,1251
20:52:00,1252
20:53:00,1253
20:54:00,1254
20:55:00,1255
20:56:00,1256
20:57:00,1257
20:58:00,1258
20:59:00,1259
21:00:00,1260
21:01:00,1261
21:02:00,1262
21:03:00,1263
21:04:00,1264
21:05:00,1265
21:06:00,1266
21:07:00,1267
21:08:00,1268
21:09:00,1269
21:10:00,1270
21:11:00,1271
21:12:00,1272
21:13:00,1273
21:14:00,1274
21:15:00,1275
21:16:00,1276
21:17:00,1277
21:18:00,1278
21:19:00,1279
21:20:00,1280
21:21:00,1281
21:22:00,1282
21:23:00,1283
21:24:00,1284
21:25:00,1285
21:26:00,1286
21:27:00,1287
21:28:00,1288
21:29:00,1289
21:30:00,1290
21:31:00,1291
21:32:00,1292
21:33:00,1293
21:34:00,1294
21:35:00,1295
21:36:00,1296
21:37:00,1297
21:38:00,1298
21:39:00,1299
21:40:00,1300
21:41:00,1301
21:42:00,1302
21:43:00,1303
21:44:00,1304
21:45:00,1305
21:46:00,1306
21:47:00,1307
21:48:00,1308
21:49:00,1309
21:50:00,1310
21:51:00,1311
21:52:00,1312
21:53:00,1313
21:54:00,1314
21:55:00,1315
21:56:00,1316
21:57:00,1317
21:58:00,1318
21:59:00,1319
22:00:00,1320
22:01:00,1321
22:02:00,1322
22:03:00,1323
22:04:00,1324
22:05:00,1325
22:06:00,1326
22:07:00,1327
22:08:00,1328
22:09:00,1329
22:10:00,1330
22:11:00,1331
22:12:00,1332
22:13:00,1333
22:14:00,1334
22:15:00,1335
22:16:00,1336
22:17:00,1337
22:18:00,1338
22:19:00,1339
22:20:00,1340
22:21:00,1341
22:22:00,1342
22:23:00,1343
22:24:00,1344
22:25:00,1345
22:26:00,1346
22:27:00,1347
22:28:00,1348
22:29:00,1349
22:30:00,1350
22:31:00,1351
22:32:00,1352
22:33:00,1353
22:34:00,1354
22:35:00,1355
22:36:00,1356
22:37:00,1357
22:38:00,1358
22:39:00,1359
22:40:00,1360
22:41:00,1361
22:42:00,1362
22:43:00,1363
22:44:00,1364
22:45:00,1365
22:46:00,1366
22:47:00,1367
22:48:00,1368
22:49:00,1369
22:50:00,1370
22:51:00,1371
22:52:00,1372
22:53:00,1373
22:54:00,1374
22:55:00,1375
22:56:00,1376
22:57:00,1377
22:58:00,1378
22:59:00,1379
23:00:00,1380
23:01:00,1381
23:02:00,1382
23:03:00,1383
23:04:00,1384
23:05:00,1385
23:06:00,1386
23:07:00,1387
23:08:00,1388
23:09:00,1389
23:10:00,1390
23:11:00,1391
23:12:00,1392
23:13:00,1393
23:14:00,1394
23:15:00,1395
23:16:00,1396
23:17:00,1397
23:18:00,1398
23:19:00,1399
23:20:00,1400
23:21:00,1401
23:22:00,1402
23:23:00,1403
23:24:00,1404
23:25:00,1405
23:26:00,1406
23:27:00,1407
23:28:00,1408
23:29:00,1409
23:30:00,1410
23:31:00,1411
23:32:00,1412
23:33:00,1413
23:34:00,1414
23:35:00,1415
23:36:00,1416
23:37:00,1417
23:38:00,1418
23:39:00,1419
23:40:00,1420
23:41:00,1421
23:42:00,1422
23:43:00,1423
23:44:00,1424
23:45:00,1425
23:46:00,1426
23:47:00,1427
23:48:00,1428
23:49:00,1429
23:50:00,1430
23:51:00,1431
23:52:00,1432
23:53:00,1433
23:54:00,1434
23:55:00,1435
23:56:00,1436
23:57:00,1437
23:58:00,1438
23:59:00,1439
24:00:00,1440
